OrderID,CustomerID,OrderDate,ShipDate,ProductID,Quantity,Sales,Discount,ShippingCost,Region,Profit,ShippingMethod,PaymentType,OrderMonth,OrderYear,CustomerName,Segment,Country,ProductName,Category,SubCategory,ReturnStatus
ORD-00251,CUST-037,2023-07-05,2023-07-06,PROD-039,7,23.74,0.07,7.81,East,-4.728502808588814,Same Day,Debit Card,7,2023,Customer 37,Home Office,USA,Product 39,Technology,Phones,Not Returned
ORD-00252,CUST-012,2023-10-23,2023-10-27,PROD-017,3,261.89,0.19,26.88,East,183.9682651951617,Second Class,Net Banking,10,2023,Customer 12,Home Office,USA,Product 17,Office Supplies,Binders,Not Returned
ORD-00253,CUST-055,2023-02-24,2023-02-26,PROD-014,9,746.09,0.4,9.91,East,423.9105922302839,First Class,Debit Card,2,2023,Customer 55,Corporate,Germany,Product 14,Office Supplies,Phones,Not Returned
ORD-00254,CUST-013,2023-12-01,2023-12-03,PROD-031,3,329.94,0.18,16.18,East,263.3880869714028,Second Class,Debit Card,12,2023,Customer 13,Consumer,Germany,Product 31,Technology,Storage,Not Returned
ORD-00255,CUST-023,2023-08-24,2023-08-27,PROD-024,5,119.85,0.04,19.26,South,103.63746416353497,Second Class,Debit Card,8,2023,Customer 23,Corporate,USA,Product 24,Office Supplies,Phones,Not Returned
ORD-00256,CUST-089,2023-12-26,2023-12-28,PROD-035,9,373.03,0.28,41.4,East,218.2013277367554,Same Day,Debit Card,12,2023,Customer 89,Corporate,India,Product 35,Furniture,Binders,Not Returned
ORD-00257,CUST-099,2023-07-23,2023-07-28,PROD-044,3,284.99,0.42,44.4,South,113.23374797599601,First Class,Credit Card,7,2023,Customer 99,Consumer,Canada,Product 44,Technology,Phones,Not Returned
ORD-00258,CUST-030,2023-03-08,2023-03-13,PROD-045,7,845.86,0.4,18.61,West,484.29332949501685,Second Class,UPI,3,2023,Customer 30,Home Office,India,Product 45,Office Supplies,Storage,Not Returned
ORD-00259,CUST-017,2023-08-22,2023-08-24,PROD-034,1,327.08,0.09,43.64,East,231.47486605268665,Second Class,Net Banking,8,2023,Customer 17,Corporate,USA,Product 34,Furniture,Chairs,Not Returned
ORD-00260,CUST-062,2023-01-22,2023-01-24,PROD-003,4,793.15,0.34,43.58,East,483.2586817344057,Same Day,UPI,1,2023,Customer 62,Consumer,Germany,Product 3,Office Supplies,Chairs,Not Returned
ORD-00261,CUST-084,2023-04-03,2023-04-06,PROD-037,4,894.03,0.11,39.41,South,753.5482545365987,Same Day,Credit Card,4,2023,Customer 84,Consumer,USA,Product 37,Office Supplies,Storage,Not Returned
ORD-00262,CUST-089,2023-03-11,2023-03-15,PROD-043,7,445.14,0.11,11.6,West,394.27635082567855,Second Class,Credit Card,3,2023,Customer 89,Corporate,India,Product 43,Technology,Phones,Not Returned
ORD-00263,CUST-086,2023-10-04,2023-10-05,PROD-040,8,911.74,0.44,36.06,South,463.5303078203745,Same Day,Credit Card,10,2023,Customer 86,Corporate,Germany,Product 40,Furniture,Chairs,Not Returned
ORD-00264,CUST-013,2023-10-02,2023-10-04,PROD-026,1,389.77,0.12,47.53,South,289.27637051750065,Second Class,Credit Card,10,2023,Customer 13,Consumer,Germany,Product 26,Technology,Storage,Not Returned
ORD-00265,CUST-059,2023-01-20,2023-01-21,PROD-023,5,964.8,0.13,35.71,East,788.6007474196088,First Class,Debit Card,1,2023,Customer 59,Home Office,Germany,Product 23,Technology,Chairs,Not Returned
ORD-00266,CUST-019,2023-03-12,2023-03-17,PROD-044,7,107.5,0.0,19.92,Central,77.53709436505747,Standard Class,UPI,3,2023,Customer 19,Corporate,India,Product 44,Technology,Phones,Not Returned
ORD-00267,CUST-049,2023-04-12,2023-04-15,PROD-039,4,693.28,0.44,27.53,Central,348.88698003931785,Same Day,Cash on Delivery,4,2023,Customer 49,Corporate,Germany,Product 39,Technology,Phones,Not Returned
ORD-00268,CUST-100,2023-02-07,2023-02-12,PROD-015,4,503.94,0.4,34.06,South,278.2637367884644,Standard Class,Net Banking,2,2023,Customer 100,Consumer,USA,Product 15,Furniture,Binders,Not Returned
ORD-00269,CUST-012,2023-08-17,2023-08-21,PROD-049,4,399.9,0.31,27.98,East,240.96838151248608,Second Class,Credit Card,8,2023,Customer 12,Home Office,USA,Product 49,Office Supplies,Tables,Not Returned
ORD-00270,CUST-061,2023-06-03,2023-06-05,PROD-004,6,640.06,0.38,10.4,West,387.6789568474461,Second Class,UPI,6,2023,Customer 61,Corporate,UK,Product 4,Office Supplies,Tables,Not Returned
ORD-00271,CUST-019,2023-09-25,2023-09-26,PROD-029,7,709.78,0.08,19.04,Central,630.149965961382,Second Class,Credit Card,9,2023,Customer 19,Corporate,India,Product 29,Office Supplies,Tables,Not Returned
ORD-00272,CUST-076,2023-07-07,2023-07-10,PROD-022,2,24.28,0.23,41.11,West,-35.10905266012813,Standard Class,Credit Card,7,2023,Customer 76,Corporate,USA,Product 22,Furniture,Phones,Not Returned
ORD-00273,CUST-009,2023-07-31,2023-08-05,PROD-025,5,183.61,0.18,43.76,Central,105.1171957682836,Second Class,Credit Card,7,2023,Customer 9,Home Office,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00274,CUST-071,2023-12-05,2023-12-06,PROD-013,4,718.79,0.05,11.18,East,677.6615333186359,Same Day,Credit Card,12,2023,Customer 71,Home Office,USA,Product 13,Technology,Phones,Not Returned
ORD-00275,CUST-028,2023-04-07,2023-04-12,PROD-018,3,673.06,0.24,47.86,South,451.5880060745664,First Class,Credit Card,4,2023,Customer 28,Home Office,Canada,Product 18,Office Supplies,Phones,Not Returned
ORD-00276,CUST-078,2023-02-25,2023-02-27,PROD-033,7,966.73,0.46,19.8,West,510.3253279073138,First Class,Net Banking,2,2023,Customer 78,Home Office,UK,Product 33,Technology,Binders,Not Returned
ORD-00277,CUST-095,2023-12-11,2023-12-14,PROD-016,6,765.82,0.02,34.8,West,707.2063907852231,Same Day,UPI,12,2023,Customer 95,Consumer,USA,Product 16,Office Supplies,Chairs,Not Returned
ORD-00278,CUST-052,2023-05-09,2023-05-12,PROD-045,7,951.76,0.15,38.83,South,765.3361607392716,First Class,Credit Card,5,2023,Customer 52,Consumer,Canada,Product 45,Office Supplies,Storage,Not Returned
ORD-00279,CUST-083,2023-02-04,2023-02-09,PROD-042,5,708.49,0.1,41.54,West,601.4078312301006,Standard Class,Credit Card,2,2023,Customer 83,Corporate,USA,Product 42,Office Supplies,Binders,Not Returned
ORD-00280,CUST-016,2023-01-06,2023-01-08,PROD-044,6,312.09,0.12,47.56,Central,220.44483842780508,Second Class,Credit Card,1,2023,Customer 16,Consumer,UK,Product 44,Technology,Phones,Not Returned
ORD-00281,CUST-069,2023-07-22,2023-07-23,PROD-002,5,123.26,0.45,19.08,South,49.088748593358666,Second Class,Credit Card,7,2023,Customer 69,Corporate,Germany,Product 2,Technology,Binders,Not Returned
ORD-00282,CUST-099,2023-02-12,2023-02-15,PROD-035,7,786.19,0.23,43.63,Central,558.5893917121191,Second Class,Debit Card,2,2023,Customer 99,Consumer,Canada,Product 35,Furniture,Binders,Not Returned
ORD-00283,CUST-012,2023-03-18,2023-03-19,PROD-042,2,651.27,0.23,10.93,Central,491.84158006703814,Standard Class,Debit Card,3,2023,Customer 12,Home Office,USA,Product 42,Office Supplies,Binders,Not Returned
ORD-00284,CUST-025,2023-03-04,2023-03-05,PROD-034,5,67.22,0.38,36.73,East,-18.86099105523497,Standard Class,Cash on Delivery,3,2023,Customer 25,Consumer,Canada,Product 34,Furniture,Chairs,Not Returned
ORD-00285,CUST-052,2023-09-29,2023-09-30,PROD-030,6,372.85,0.08,38.39,Central,286.3351818479192,Standard Class,Credit Card,9,2023,Customer 52,Consumer,Canada,Product 30,Technology,Phones,Not Returned
ORD-00286,CUST-085,2023-05-25,2023-05-27,PROD-013,6,957.66,0.24,35.5,East,698.4812700604683,Same Day,Cash on Delivery,5,2023,Customer 85,Consumer,UK,Product 13,Technology,Phones,Not Returned
ORD-00287,CUST-100,2023-12-24,2023-12-29,PROD-013,5,510.39,0.21,16.35,West,397.2299140564905,Standard Class,Net Banking,12,2023,Customer 100,Consumer,USA,Product 13,Technology,Phones,Not Returned
ORD-00288,CUST-053,2023-04-18,2023-04-20,PROD-018,7,444.07,0.3,44.29,West,257.45413296468473,First Class,Cash on Delivery,4,2023,Customer 53,Corporate,USA,Product 18,Office Supplies,Phones,Not Returned
ORD-00289,CUST-023,2023-12-30,2024-01-02,PROD-032,8,468.55,0.5,12.6,East,219.23471647828868,Same Day,UPI,12,2023,Customer 23,Corporate,USA,Product 32,Technology,Chairs,Not Returned
ORD-00290,CUST-016,2023-02-20,2023-02-24,PROD-032,7,224.71,0.38,7.41,Central,134.85739252902303,Same Day,Debit Card,2,2023,Customer 16,Consumer,UK,Product 32,Technology,Chairs,Not Returned
ORD-00291,CUST-057,2023-05-23,2023-05-24,PROD-035,5,381.33,0.2,37.29,South,274.70617601658705,Same Day,Debit Card,5,2023,Customer 57,Home Office,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00292,CUST-039,2023-06-05,2023-06-09,PROD-039,1,382.42,0.41,26.4,South,178.95102728329155,Standard Class,Credit Card,6,2023,Customer 39,Consumer,Canada,Product 39,Technology,Phones,Returned
ORD-00293,CUST-053,2023-05-17,2023-05-18,PROD-046,5,71.31,0.09,43.21,East,12.821697530216227,Same Day,Credit Card,5,2023,Customer 53,Corporate,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00294,CUST-042,2023-10-05,2023-10-08,PROD-029,2,772.22,0.02,22.25,West,731.1998062015014,Standard Class,Net Banking,10,2023,Customer 42,Home Office,Canada,Product 29,Office Supplies,Tables,Not Returned
ORD-00295,CUST-058,2023-07-31,2023-08-04,PROD-049,5,428.17,0.1,12.57,West,379.8144019723605,Standard Class,Net Banking,7,2023,Customer 58,Consumer,Germany,Product 49,Office Supplies,Tables,Not Returned
ORD-00296,CUST-039,2023-07-30,2023-08-02,PROD-029,5,825.74,0.17,42.64,South,667.708504837215,Same Day,UPI,7,2023,Customer 39,Consumer,Canada,Product 29,Office Supplies,Tables,Not Returned
ORD-00297,CUST-014,2023-09-17,2023-09-22,PROD-044,2,853.34,0.26,29.7,East,599.4915427319028,Second Class,Credit Card,9,2023,Customer 14,Home Office,USA,Product 44,Technology,Phones,Not Returned
ORD-00298,CUST-095,2023-01-26,2023-01-28,PROD-016,5,227.75,0.31,13.51,South,129.5677253789601,Second Class,Credit Card,1,2023,Customer 95,Consumer,USA,Product 16,Office Supplies,Chairs,Not Returned
ORD-00299,CUST-005,2023-08-05,2023-08-08,PROD-044,4,664.21,0.46,37.42,Central,325.27608077201296,Same Day,Net Banking,8,2023,Customer 5,Consumer,India,Product 44,Technology,Phones,Not Returned
ORD-00300,CUST-035,2023-12-04,2023-12-09,PROD-047,1,482.84,0.25,28.0,Central,347.3399578954071,Second Class,Net Banking,12,2023,Customer 35,Home Office,Canada,Product 47,Technology,Phones,Returned
ORD-00301,CUST-087,2023-09-21,2023-09-23,PROD-010,3,882.55,0.25,32.19,East,630.8026412097948,First Class,Net Banking,9,2023,Customer 87,Home Office,Germany,Product 10,Technology,Chairs,Returned
ORD-00302,CUST-093,2023-01-07,2023-01-08,PROD-030,1,231.43,0.03,25.74,East,189.68061454845707,First Class,Debit Card,1,2023,Customer 93,Consumer,USA,Product 30,Technology,Phones,Not Returned
ORD-00303,CUST-075,2023-05-12,2023-05-17,PROD-025,5,684.26,0.02,42.29,Central,637.8647394148002,Standard Class,Cash on Delivery,5,2023,Customer 75,Corporate,Canada,Product 25,Furniture,Chairs,Returned
ORD-00304,CUST-018,2023-06-26,2023-06-28,PROD-039,4,615.6,0.28,42.33,West,407.5374561849844,Second Class,Cash on Delivery,6,2023,Customer 18,Corporate,Canada,Product 39,Technology,Phones,Not Returned
ORD-00305,CUST-076,2023-10-10,2023-10-12,PROD-020,7,309.4,0.22,36.92,East,194.15119155804373,First Class,Credit Card,10,2023,Customer 76,Corporate,USA,Product 20,Technology,Binders,Not Returned
ORD-00306,CUST-009,2023-08-27,2023-08-29,PROD-005,5,153.87,0.42,9.74,Central,83.31885617534344,Same Day,Debit Card,8,2023,Customer 9,Home Office,Canada,Product 5,Furniture,Chairs,Not Returned
ORD-00307,CUST-074,2023-03-08,2023-03-12,PROD-001,4,658.61,0.08,42.75,Central,573.1438556765887,Second Class,Net Banking,3,2023,Customer 74,Corporate,USA,Product 1,Furniture,Binders,Returned
ORD-00308,CUST-058,2023-08-27,2023-08-30,PROD-030,2,743.83,0.01,35.2,West,713.0106004255889,First Class,Credit Card,8,2023,Customer 58,Consumer,Germany,Product 30,Technology,Phones,Not Returned
ORD-00309,CUST-017,2023-08-02,2023-08-06,PROD-049,4,329.31,0.22,36.37,West,219.82731024690545,First Class,Debit Card,8,2023,Customer 17,Corporate,USA,Product 49,Office Supplies,Tables,Not Returned
ORD-00310,CUST-007,2023-08-30,2023-09-02,PROD-003,2,651.94,0.12,21.33,West,548.7964055382068,Same Day,UPI,8,2023,Customer 7,Home Office,USA,Product 3,Office Supplies,Chairs,Not Returned
ORD-00311,CUST-046,2023-09-29,2023-10-03,PROD-045,8,407.23,0.02,44.57,West,366.78813822081264,Standard Class,Debit Card,9,2023,Customer 46,Home Office,Canada,Product 45,Office Supplies,Storage,Not Returned
ORD-00312,CUST-013,2023-01-12,2023-01-13,PROD-014,3,718.94,0.36,37.64,South,410.3799949701912,Same Day,Credit Card,1,2023,Customer 13,Consumer,Germany,Product 14,Office Supplies,Phones,Not Returned
ORD-00313,CUST-040,2023-06-12,2023-06-17,PROD-030,9,215.23,0.06,10.07,West,196.63199290921006,Standard Class,Cash on Delivery,6,2023,Customer 40,Home Office,Germany,Product 30,Technology,Phones,Not Returned
ORD-00314,CUST-042,2023-08-05,2023-08-09,PROD-050,4,892.41,0.3,23.35,South,587.6367337263556,First Class,Net Banking,8,2023,Customer 42,Home Office,Canada,Product 50,Furniture,Storage,Returned
ORD-00315,CUST-009,2023-06-01,2023-06-06,PROD-004,6,301.66,0.14,44.89,East,225.19136272259607,Standard Class,UPI,6,2023,Customer 9,Home Office,Canada,Product 4,Office Supplies,Tables,Not Returned
ORD-00316,CUST-050,2023-12-27,2023-12-28,PROD-018,5,380.43,0.09,7.12,Central,336.4908448438884,First Class,Debit Card,12,2023,Customer 50,Corporate,UK,Product 18,Office Supplies,Phones,Not Returned
ORD-00317,CUST-027,2023-08-20,2023-08-24,PROD-037,1,76.93,0.19,48.26,South,26.739132356474705,First Class,Credit Card,8,2023,Customer 27,Consumer,USA,Product 37,Office Supplies,Storage,Not Returned
ORD-00318,CUST-066,2023-10-14,2023-10-16,PROD-025,9,129.28,0.4,35.56,East,46.922127563555264,Second Class,Credit Card,10,2023,Customer 66,Corporate,USA,Product 25,Furniture,Chairs,Returned
ORD-00319,CUST-005,2023-11-28,2023-12-02,PROD-048,1,525.54,0.2,33.41,East,374.78979769938076,Standard Class,Net Banking,11,2023,Customer 5,Consumer,India,Product 48,Technology,Phones,Not Returned
ORD-00320,CUST-029,2023-12-18,2023-12-21,PROD-001,8,282.24,0.38,17.18,South,172.05507732077243,Standard Class,Credit Card,12,2023,Customer 29,Home Office,UK,Product 1,Furniture,Binders,Not Returned
ORD-00321,CUST-037,2023-06-27,2023-07-02,PROD-046,9,838.77,0.06,16.2,East,787.7562526642771,Standard Class,Credit Card,6,2023,Customer 37,Home Office,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00322,CUST-038,2023-08-18,2023-08-23,PROD-015,9,34.4,0.39,47.39,East,-17.583135074007846,Same Day,Net Banking,8,2023,Customer 38,Home Office,Germany,Product 15,Furniture,Binders,Not Returned
ORD-00323,CUST-083,2023-08-02,2023-08-06,PROD-009,1,391.51,0.12,18.42,South,318.49292134963775,Second Class,UPI,8,2023,Customer 83,Corporate,USA,Product 9,Technology,Phones,Not Returned
ORD-00324,CUST-008,2023-11-26,2023-11-29,PROD-015,2,350.6,0.34,39.9,East,188.4358604564259,Second Class,Cash on Delivery,11,2023,Customer 8,Corporate,India,Product 15,Furniture,Binders,Not Returned
ORD-00325,CUST-065,2023-11-09,2023-11-13,PROD-049,1,38.94,0.28,22.69,West,6.801072174057588,Second Class,Cash on Delivery,11,2023,Customer 65,Corporate,USA,Product 49,Office Supplies,Tables,Not Returned
ORD-00326,CUST-086,2023-07-30,2023-08-02,PROD-024,2,141.88,0.46,11.27,West,58.30809600668567,Same Day,Debit Card,7,2023,Customer 86,Corporate,Germany,Product 24,Office Supplies,Phones,Not Returned
ORD-00327,CUST-017,2023-12-11,2023-12-16,PROD-004,8,425.37,0.19,5.48,Central,355.99316572463204,Standard Class,UPI,12,2023,Customer 17,Corporate,USA,Product 4,Office Supplies,Tables,Not Returned
ORD-00328,CUST-071,2023-05-18,2023-05-19,PROD-012,5,503.01,0.03,29.49,East,459.87296471726034,Standard Class,Debit Card,5,2023,Customer 71,Home Office,USA,Product 12,Furniture,Phones,Not Returned
ORD-00329,CUST-089,2023-10-02,2023-10-07,PROD-037,7,416.2,0.01,48.91,Central,336.09451952892647,Standard Class,Cash on Delivery,10,2023,Customer 89,Corporate,India,Product 37,Office Supplies,Storage,Not Returned
ORD-00330,CUST-045,2023-06-08,2023-06-09,PROD-037,2,540.32,0.41,21.61,West,300.57235812756227,Second Class,Net Banking,6,2023,Customer 45,Consumer,Germany,Product 37,Office Supplies,Storage,Not Returned
ORD-00331,CUST-004,2023-03-22,2023-03-25,PROD-043,8,603.23,0.26,21.07,West,421.8386260318269,Second Class,Credit Card,3,2023,Customer 4,Home Office,USA,Product 43,Technology,Phones,Not Returned
ORD-00332,CUST-036,2023-03-20,2023-03-22,PROD-006,6,29.73,0.39,20.48,West,-3.0939655611844783,First Class,Cash on Delivery,3,2023,Customer 36,Corporate,India,Product 6,Office Supplies,Binders,Not Returned
ORD-00333,CUST-070,2023-12-19,2023-12-20,PROD-039,8,474.81,0.12,28.42,East,385.726606342143,Same Day,UPI,12,2023,Customer 70,Consumer,Canada,Product 39,Technology,Phones,Not Returned
ORD-00334,CUST-031,2023-03-30,2023-04-04,PROD-046,1,964.23,0.17,24.83,East,783.5513641660668,Same Day,Cash on Delivery,3,2023,Customer 31,Corporate,USA,Product 46,Office Supplies,Phones,Not Returned
ORD-00335,CUST-019,2023-02-10,2023-02-11,PROD-024,1,528.65,0.02,44.6,West,484.67387778553376,Second Class,UPI,2,2023,Customer 19,Corporate,India,Product 24,Office Supplies,Phones,Not Returned
ORD-00336,CUST-061,2023-07-19,2023-07-22,PROD-011,7,683.99,0.48,27.75,Central,330.75533162258654,First Class,UPI,7,2023,Customer 61,Corporate,UK,Product 11,Technology,Chairs,Not Returned
ORD-00337,CUST-054,2023-09-20,2023-09-22,PROD-013,8,325.63,0.33,27.85,Central,186.92898812861839,Standard Class,UPI,9,2023,Customer 54,Consumer,Canada,Product 13,Technology,Phones,Not Returned
ORD-00338,CUST-039,2023-03-21,2023-03-25,PROD-034,3,778.51,0.47,11.23,South,400.96692795190825,Second Class,Debit Card,3,2023,Customer 39,Consumer,Canada,Product 34,Furniture,Chairs,Not Returned
ORD-00339,CUST-091,2023-05-11,2023-05-15,PROD-025,5,777.46,0.13,49.22,West,627.3661961657763,Same Day,Net Banking,5,2023,Customer 91,Consumer,Canada,Product 25,Furniture,Chairs,Not Returned
ORD-00340,CUST-074,2023-07-07,2023-07-12,PROD-007,1,530.87,0.31,16.25,Central,342.0259996013516,Same Day,Cash on Delivery,7,2023,Customer 74,Corporate,USA,Product 7,Office Supplies,Storage,Returned
ORD-00341,CUST-090,2023-03-19,2023-03-23,PROD-004,7,976.49,0.34,8.3,West,641.9726864857123,Same Day,Net Banking,3,2023,Customer 90,Consumer,USA,Product 4,Office Supplies,Tables,Not Returned
ORD-00342,CUST-019,2023-10-21,2023-10-26,PROD-008,5,143.04,0.16,34.84,Central,89.91402323860464,Standard Class,Credit Card,10,2023,Customer 19,Corporate,India,Product 8,Technology,Storage,Not Returned
ORD-00343,CUST-039,2023-06-08,2023-06-13,PROD-020,8,36.61,0.42,31.79,South,4.848212397766737,Same Day,Cash on Delivery,6,2023,Customer 39,Consumer,Canada,Product 20,Technology,Binders,Not Returned
ORD-00344,CUST-067,2023-10-30,2023-11-01,PROD-029,8,774.76,0.47,23.68,South,399.4962978028848,Standard Class,Net Banking,10,2023,Customer 67,Corporate,India,Product 29,Office Supplies,Tables,Not Returned
ORD-00345,CUST-045,2023-04-09,2023-04-12,PROD-045,9,811.01,0.44,24.0,West,423.3088508240987,Standard Class,Net Banking,4,2023,Customer 45,Consumer,Germany,Product 45,Office Supplies,Storage,Not Returned
ORD-00346,CUST-013,2023-04-19,2023-04-21,PROD-046,7,137.8,0.37,40.33,Central,54.686983745089655,Standard Class,Credit Card,4,2023,Customer 13,Consumer,Germany,Product 46,Office Supplies,Phones,Not Returned
ORD-00347,CUST-092,2023-09-26,2023-09-27,PROD-010,1,280.27,0.14,13.81,East,217.71266616905527,Second Class,UPI,9,2023,Customer 92,Consumer,USA,Product 10,Technology,Chairs,Not Returned
ORD-00348,CUST-058,2023-06-07,2023-06-12,PROD-043,3,37.2,0.14,41.91,South,-2.9586789905914994,Standard Class,Cash on Delivery,6,2023,Customer 58,Consumer,Germany,Product 43,Technology,Phones,Not Returned
ORD-00349,CUST-020,2023-06-19,2023-06-21,PROD-034,8,307.44,0.48,34.19,West,120.51265801239892,First Class,Cash on Delivery,6,2023,Customer 20,Corporate,Germany,Product 34,Furniture,Chairs,Not Returned
ORD-00350,CUST-092,2023-04-19,2023-04-24,PROD-026,3,777.68,0.01,23.85,West,735.8206677662441,Same Day,Credit Card,4,2023,Customer 92,Consumer,USA,Product 26,Technology,Storage,Not Returned
ORD-00351,CUST-072,2023-09-18,2023-09-20,PROD-041,8,527.6,0.36,25.61,Central,314.8544534269741,Second Class,UPI,9,2023,Customer 72,Corporate,India,Product 41,Furniture,Chairs,Not Returned
ORD-00352,CUST-061,2023-10-04,2023-10-06,PROD-049,1,361.13,0.35,16.55,West,191.43882871845858,Same Day,Cash on Delivery,10,2023,Customer 61,Corporate,UK,Product 49,Office Supplies,Tables,Not Returned
ORD-00353,CUST-039,2023-05-03,2023-05-05,PROD-003,5,384.3,0.31,38.85,South,208.8072442559477,Standard Class,Cash on Delivery,5,2023,Customer 39,Consumer,Canada,Product 3,Office Supplies,Chairs,Not Returned
ORD-00354,CUST-001,2023-01-27,2023-01-28,PROD-006,4,21.33,0.5,28.08,West,-19.18991883774283,Second Class,Cash on Delivery,1,2023,Customer 1,Home Office,Germany,Product 6,Office Supplies,Binders,Not Returned
ORD-00355,CUST-003,2023-09-25,2023-09-28,PROD-005,5,313.8,0.16,19.44,West,244.97641766634842,First Class,UPI,9,2023,Customer 3,Home Office,India,Product 5,Furniture,Chairs,Not Returned
ORD-00356,CUST-077,2023-04-12,2023-04-14,PROD-005,8,653.53,0.17,31.82,East,506.9167122984181,Standard Class,Credit Card,4,2023,Customer 77,Corporate,India,Product 5,Furniture,Chairs,Not Returned
ORD-00357,CUST-092,2023-04-15,2023-04-20,PROD-047,4,974.71,0.04,49.81,East,870.1172370128239,Same Day,Cash on Delivery,4,2023,Customer 92,Consumer,USA,Product 47,Technology,Phones,Not Returned
ORD-00358,CUST-062,2023-05-08,2023-05-12,PROD-023,4,850.12,0.22,24.59,South,630.3246815786149,First Class,Net Banking,5,2023,Customer 62,Consumer,Germany,Product 23,Technology,Chairs,Not Returned
ORD-00359,CUST-063,2023-12-03,2023-12-04,PROD-049,3,43.12,0.13,46.43,Central,-5.003506727626066,Standard Class,UPI,12,2023,Customer 63,Corporate,USA,Product 49,Office Supplies,Tables,Not Returned
ORD-00360,CUST-025,2023-02-13,2023-02-15,PROD-009,7,900.59,0.17,20.53,East,732.7775177062837,First Class,Debit Card,2,2023,Customer 25,Consumer,Canada,Product 9,Technology,Phones,Not Returned
ORD-00361,CUST-056,2023-09-24,2023-09-29,PROD-035,3,787.53,0.42,7.46,Central,449.1451688240407,Standard Class,Credit Card,9,2023,Customer 56,Home Office,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00362,CUST-033,2023-11-03,2023-11-06,PROD-020,3,784.77,0.47,14.19,South,413.3064378103699,Second Class,Net Banking,11,2023,Customer 33,Corporate,UK,Product 20,Technology,Binders,Not Returned
ORD-00363,CUST-038,2023-01-30,2023-02-03,PROD-049,5,468.84,0.09,23.84,East,406.7783702345924,Standard Class,Cash on Delivery,1,2023,Customer 38,Home Office,Germany,Product 49,Office Supplies,Tables,Not Returned
ORD-00364,CUST-006,2023-07-21,2023-07-22,PROD-042,5,410.05,0.19,14.88,Central,309.7859434604179,Second Class,Debit Card,7,2023,Customer 6,Consumer,India,Product 42,Office Supplies,Binders,Not Returned
ORD-00365,CUST-058,2023-12-11,2023-12-15,PROD-035,6,316.86,0.46,5.01,East,163.28937946588385,Standard Class,Credit Card,12,2023,Customer 58,Consumer,Germany,Product 35,Furniture,Binders,Not Returned
ORD-00366,CUST-044,2023-10-10,2023-10-14,PROD-050,8,84.38,0.03,46.18,South,21.639938427921443,Standard Class,UPI,10,2023,Customer 44,Consumer,Canada,Product 50,Furniture,Storage,Not Returned
ORD-00367,CUST-045,2023-01-03,2023-01-04,PROD-018,6,243.67,0.05,42.97,South,187.43511009608582,Same Day,Debit Card,1,2023,Customer 45,Consumer,Germany,Product 18,Office Supplies,Phones,Not Returned
ORD-00368,CUST-032,2023-03-03,2023-03-04,PROD-017,1,261.67,0.08,38.4,East,213.4574061922134,First Class,Debit Card,3,2023,Customer 32,Home Office,UK,Product 17,Office Supplies,Binders,Not Returned
ORD-00369,CUST-045,2023-10-21,2023-10-23,PROD-024,8,494.4,0.3,12.55,Central,340.3829008471096,First Class,Net Banking,10,2023,Customer 45,Consumer,Germany,Product 24,Office Supplies,Phones,Not Returned
ORD-00370,CUST-061,2023-07-24,2023-07-29,PROD-003,8,752.5,0.08,10.42,West,695.9000932591913,First Class,Credit Card,7,2023,Customer 61,Corporate,UK,Product 3,Office Supplies,Chairs,Not Returned
ORD-00371,CUST-047,2023-01-14,2023-01-17,PROD-032,9,484.33,0.48,8.04,West,240.78274756201006,Standard Class,Net Banking,1,2023,Customer 47,Corporate,India,Product 32,Technology,Chairs,Not Returned
ORD-00372,CUST-021,2023-08-17,2023-08-20,PROD-035,9,76.69,0.22,37.58,East,35.69919794514257,Standard Class,Net Banking,8,2023,Customer 21,Consumer,India,Product 35,Furniture,Binders,Not Returned
ORD-00373,CUST-080,2023-12-27,2023-12-29,PROD-038,2,958.63,0.25,46.8,Central,670.2394577355203,Standard Class,Cash on Delivery,12,2023,Customer 80,Corporate,India,Product 38,Furniture,Binders,Returned
ORD-00374,CUST-085,2023-12-20,2023-12-24,PROD-013,2,943.87,0.12,24.37,West,820.9514508256989,Second Class,UPI,12,2023,Customer 85,Consumer,UK,Product 13,Technology,Phones,Not Returned
ORD-00375,CUST-075,2023-07-17,2023-07-22,PROD-047,3,789.49,0.24,10.36,South,589.4338325255789,Second Class,Debit Card,7,2023,Customer 75,Corporate,Canada,Product 47,Technology,Phones,Returned
ORD-00376,CUST-036,2023-01-31,2023-02-05,PROD-025,1,991.5,0.33,28.06,Central,643.3173137380428,Same Day,Credit Card,1,2023,Customer 36,Corporate,India,Product 25,Furniture,Chairs,Not Returned
ORD-00377,CUST-099,2023-02-16,2023-02-17,PROD-009,4,553.59,0.38,20.7,West,337.27692364309854,Standard Class,UPI,2,2023,Customer 99,Consumer,Canada,Product 9,Technology,Phones,Not Returned
ORD-00378,CUST-019,2023-03-15,2023-03-19,PROD-004,4,963.51,0.38,21.87,Central,573.571923714188,First Class,UPI,3,2023,Customer 19,Corporate,India,Product 4,Office Supplies,Tables,Returned
